x,y,score,area,zone
70.21830078125001,722.3485937500001,3,319,2
48.0947265625,622.0764843750001,4,328,2
-85.60861328125,514.01625,5,341,1
-551.16556640625,463.39343750000006,3,278,1
115.42734375,405.956015625,6,255,2
309.7300390625,365.068359375,6,340,2
-439.58580078125004,346.5715625,5,199,1
-523.270625,314.44554687500005,4,494,1
-313.57761718750004,240.45835937500001,6,344,1
-126.97007812500001,110.98078125,9,346,1
89.45619140625,-7.788125000000001,10,333,4
-898.4094921875001,-137.26570312500002,1,410,3
-30.780625,-158.683046875,9,233,3
829.1530859375,-179.126875,2,305,4
-933.0376953125001,-188.86203125,1,253,3
-149.09365234375002,-339.75695312500005,7,346,3
176.02669921875003,-339.75695312500005,7,231,4
225.0833203125,-535.43359375,5,311,4
-686.7926953125001,-570.48015625,1,221,3
-413.6146484375,-645.4408593750001,3,969,3
36.551992187500005,-737.92484375,3,425,4
