x,y,score,area,zone
-289.90976562500003,930.1682812500001,0,257,1
-187.00664062500002,875.2795312500001,1,217,1
36.609765625,629.2603125,4,522,2
178.1015625,603.77625,4,365,2
476.91640625,576.3318750000001,3,321,2
34.630859375,545.94703125,5,117,2
106.8609375,469.49484375000003,6,204,2
303.762109375,460.67343750000003,5,196,2
-743.0792968750001,458.71312500000005,1,312,1
-307.719921875,421.4671875,5,220,1
97.955859375,420.48703125000003,6,253,2
448.22226562500003,400.88390625000005,4,662,2
139.512890625,372.459375,6,397,2
210.753515625,314.63015625,7,227,2
278.036328125,308.74921875,6,238,2
151.386328125,291.10640625,7,314,2
458.11679687500003,291.10640625,5,234,2
-253.3,263.66203125000004,7,259,1
33.64140625,255.82078125,8,277,2
275.06796875000003,237.19781250000003,7,181,2
347.298046875,235.2375,6,198,2
713.3957031250001,227.39625,3,498,2
502.64218750000003,213.67406250000002,5,195,2
232.52148437500003,185.24953125000002,7,285,2
562.0093750000001,183.28921875,4,333,2
157.32304687500002,157.80515625,8,220,2
182.05937500000002,156.82500000000002,8,249,2
370.05546875000005,138.20203125,6,252,2
583.77734375,113.698125,4,410,2
419.52812500000005,97.03546875,6,200,2
235.48984375,94.09500000000001,8,242,2
185.02773437500002,62.730000000000004,8,298,2
260.22617187500003,57.82921875,8,136,2
-249.34218750000002,43.126875000000005,8,295,1
135.55507812500002,0.9801562500000001,9,215,2
340.37187500000005,0.9801562500000001,7,132,2
93.00859375,-28.42453125,9,331,4
-282.98359375,-40.186406250000005,8,448,3
-14.841796875000002,-52.9284375,10,307,3
-48.483203125,-75.47203125,10,408,3
341.361328125,-92.13468750000001,7,266,4
-77.17734375,-98.015625,9,255,3
29.683593750000004,-117.61875,9,128,4
39.578125,-129.380625,9,392,4
1.97890625,-132.32109375000002,9,189,4
673.8175781250001,-143.1028125,3,388,4
253.3,-157.80515625,7,284,4
40.567578125000004,-167.60671875,9,154,4
-140.50234375000002,-179.36859375,8,139,3
313.656640625,-179.36859375,7,247,4
-555.0832031250001,-181.32890625000002,4,421,3
59.36718750000001,-225.43593750000002,8,168,4
160.29140625000002,-232.29703125,8,211,4
-313.656640625,-238.17796875000002,6,253,3
278.036328125,-245.03906250000003,7,292,4
-28.694140625000003,-254.84062500000002,8,218,3
311.677734375,-259.74140625,6,697,4
350.26640625000005,-296.98734375000004,6,330,4
442.285546875,-309.729375,5,210,4
203.82734375,-346.97531250000003,6,190,4
-177.11210937500002,-348.935625,6,274,3
459.10625000000005,-365.59828125,4,403,4
233.5109375,-420.48703125000003,6,252,4
-228.563671875,-444.01078125000004,5,278,3
379.95000000000005,-445.97109375,4,312,4
-460.09570312500006,-463.61390625,4,334,3
-264.183984375,-469.49484375000003,5,165,3
-523.420703125,-553.7882812500001,3,432,3
257.2578125,-690.0300000000001,3,243,4
818.277734375,-700.8117187500001,0,161,4
-426.454296875,-728.2560937500001,2,227,3
166.228125,-898.80328125,1,233,4
