x,y,score,area,zone
318.70716796875,912.9617578125001,1,166,2
159.853125,641.429921875,4,557,2
196.81916015625,605.5672265625001,4,506,2
410.62271484375003,585.0742578125,3,379,2
3.9963281250000002,482.60941406250004,6,234,2
280.74205078125004,351.4544140625,6,377,2
92.91462890625,333.0107421875,7,261,2
350.67779296875,211.077578125,6,379,2
48.95501953125,119.8838671875,9,305,2
-1.9981640625000001,114.760625,9,387,1
662.39138671875,65.5775,4,300,2
-203.81273437500002,61.47890625,8,354,1
183.83109375,54.3063671875,8,305,2
-40.962363281250006,53.28171875,10,532,1
-75.93023437500001,30.739453125,10,197,1
63.941250000000004,12.295781250000001,10,218,2
127.88250000000001,8.1971875,9,218,2
-95.91187500000001,-48.158476562500006,9,237,3
-71.93390625,-52.257070312500005,10,243,3
-134.87607421875,-60.4542578125,9,212,3
-110.89810546875,-84.02117187500001,9,186,3
-275.746640625,-86.07046875,7,125,3
-254.76591796875002,-95.2923046875,8,364,3
-153.85863281250002,-96.31695312500001,9,13,3
-290.73287109375,-100.415546875,7,343,3
73.9320703125,-102.46484375000001,9,90,4
78.92748046875,-157.79585937500002,9,150,4
-61.9430859375,-161.894453125,9,277,3
263.75765625,-177.26417968750002,7,410,4
24.977050781250004,-211.077578125,8,172,4
-72.93298828125,-216.2008203125,8,288,3
-164.84853515625002,-229.52125,8,331,3
0.0,-233.61984375000003,8,82,0
9.9908203125,-255.1374609375,8,232,4
-114.89443359375001,-300.2219921875,7,225,3
206.80998046875,-299.19734375,7,348,4
-155.85679687500001,-308.41917968750005,7,267,3
183.83109375,-321.73960937500004,7,267,4
-67.937578125,-328.91214843750004,7,122,3
-6.99357421875,-348.38046875000003,7,218,3
135.87515625,-439.5741796875,6,164,4
-193.8219140625,-444.69742187500003,5,109,3
0.0,-502.07773437500003,5,188,0
140.87056640625002,-521.5460546875,5,15,4
151.86046875000002,-532.8171875,5,181,4
205.81089843750001,-635.28203125,4,354,4
467.570390625,-635.28203125,2,258,4
530.51255859375,-700.85953125,1,238,4
