x,y,score,area,zone
754.474609375,765.10392578125,0,1,2
200.54421875000003,453.3216015625,5,332,2
-419.585234375,408.78126953125,4,429,1
113.901328125,381.06728515625,6,197,2
365.068359375,290.9968359375,6,211,2
121.68945312500001,280.10919921875,7,156,2
-65.225546875,256.35435546875004,8,464,1
357.280234375,253.38500000000002,6,287,2
154.788984375,244.47693359375,7,282,2
129.477578125,210.82423828125002,8,225,2
193.72960937500002,175.19197265625002,8,419,2
262.84921875000003,173.21240234375,7,230,2
382.591640625,173.21240234375,6,254,2
-71.066640625,161.33498046875002,9,195,1
-20.443828125000003,156.3860546875,9,235,1
404.008984375,149.45755859375,6,263,2
320.286640625,138.569921875,7,182,2
-64.25203125,126.69250000000001,9,208,1
115.84835937500002,106.896796875,9,187,2
-9.735156250000001,105.90701171875001,9,242,1
-175.23281250000002,94.02958984375,8,162,1
284.2665625,81.1623828125,7,192,2
142.13328125,79.18281250000001,9,211,2
326.12773437500005,75.22367187500001,7,72,2
367.98890625,76.21345703125,7,214,2
-26.284921875000002,61.3666796875,10,163,1
-377.7240625,60.37689453125,7,462,1
-38.940625000000004,48.499472656250006,10,220,1
-64.25203125,37.611835937500004,10,232,1
-21.41734375,34.64248046875,10,74,1
5.841093750000001,34.64248046875,10,270,2
-340.73046875,23.754843750000003,7,436,1
-667.83171875,20.78548828125,4,305,1
367.98890625,19.795703125000003,7,30,2
-555.8774218750001,1.9795703125000002,5,193,1
-204.43828125000002,0.9897851562500001,8,98,1
269.663828125,-5.938710937500001,8,117,4
57.437421875000005,-20.78548828125,10,228,4
123.63648437500001,-22.765058593750002,9,196,4
10.708671875,-28.703769531250003,10,171,4
-449.76421875000005,-32.66291015625,6,245,3
-200.54421875000003,-36.62205078125,8,68,3
342.6775,-41.5709765625,7,196,4
87.61640625000001,-45.530117187500004,9,264,4
37.967109375,-55.427968750000005,10,175,4
477.02265625,-65.3258203125,6,305,4
-41.861171875000004,-68.29517578125001,10,189,3
168.41820312500002,-71.26453125,9,193,4
-81.77531250000001,-76.21345703125,9,270,3
240.45835937500001,-84.13173828125001,8,119,4
-18.496796875,-86.11130859375001,10,322,3
130.45109375,-89.0806640625,9,404,4
-50.6228125,-98.97851562500001,9,172,3
27.258437500000003,-111.84572265625,9,237,4
218.06750000000002,-112.83550781250001,8,143,4
115.84835937500002,-125.70271484375002,9,74,4
-543.22171875,-135.60056640625,5,381,3
-53.543359375,-141.53927734375,9,253,3
281.346015625,-142.5290625,7,71,4
-161.60359375000002,-143.51884765625002,8,399,3
301.78984375000005,-150.44734375000002,7,785,4
132.39812500000002,-154.40648437500002,8,125,4
164.524140625,-160.3451953125,8,122,4
-466.313984375,-164.3043359375,5,192,3
206.38531250000003,-171.23283203125,8,130,4
588.976953125,-175.19197265625002,4,487,4
-75.93421875,-180.1408984375,8,267,3
551.0098437500001,-181.13068359375,5,476,4
-36.020078125000005,-191.02853515625,8,217,3
181.07390625000002,-193.00810546875002,8,177,4
-486.75781250000006,-196.96724609375002,5,235,3
116.821875,-200.92638671875002,8,90,4
112.9278125,-202.90595703125,8,8,4
317.36609375,-213.79359375,7,379,4
135.318671875,-234.57908203125,8,307,4
90.53695312500001,-250.41564453125002,8,296,4
-79.82828125,-265.26242187500003,8,256,3
455.6053125,-277.13984375,5,198,4
162.57710937500002,-278.12962890625005,7,87,4
410.82359375000004,-308.81296875000004,5,216,4
-10.708671875,-321.68017578125,7,314,3
-291.081171875,-425.6076171875,5,376,3
407.90304687500003,-434.51568359375005,4,436,4
204.43828125000002,-509.73935546875003,5,432,4
