x,y,score,area,zone
527.12783203125,417.37523437500005,4,408,2
57.065214843750006,338.38599609375,7,298,2
-145.0810546875,312.05625000000003,7,389,1
-176.0316796875,246.71947265625002,7,301,1
-88.01583984375,213.56349609375002,8,407,1
169.26123046875,209.66279296875,8,249,2
47.39314453125,199.91103515625002,8,412,2
7.737656250000001,188.20892578125,9,210,2
-152.81871093750001,181.3826953125,8,278,1
-414.93181640625005,172.60611328125,6,227,1
-215.68716796875,169.6805859375,8,225,1
-181.83492187500002,168.70541015625003,8,250,1
172.1628515625,157.97847656250002,8,457,2
-15.475312500000001,144.326015625,9,339,1
10.63927734375,119.94662109375001,9,85,2
-860.8142578125,116.04591796875,2,93,1
32.8850390625,115.0707421875,9,154,2
-200.21185546875,79.96441406250001,8,248,1
-32.8850390625,34.13115234375,10,383,1
-235.998515625,28.280097656250003,8,919,1
-138.31060546875,26.329746093750003,9,201,1
99.62232421875001,25.3545703125,9,168,2
211.81833984375,25.3545703125,8,314,2
-257.27707031250003,1.9503515625,8,134,1
130.57294921875,-47.783613281250005,9,289,4
-282.424453125,-64.3616015625,7,313,3
67.70449218750001,-74.113359375,9,210,4
-442.98082031250004,-76.0637109375,6,249,3
-461.35775390625,-94.59205078125001,6,279,3
-155.72033203125002,-119.94662109375001,8,161,3
-61.901250000000005,-130.6735546875,9,239,3
29.016210937500002,-169.6805859375,9,217,4
-205.047890625,-211.61314453125001,7,679,3
-18.37693359375,-231.11666015625002,8,354,3
-442.01361328125006,-240.86841796875,5,259,3
-293.06373046875,-266.22298828125,6,348,3
-309.50625,-296.4534375,6,343,3
207.94951171875002,-667.0202343750001,3,47,4
