x,y,score,area,zone
-230.826796875,480.24568359375,5,187,1
-58.175859375,475.45281250000005,6,308,1
254.2848046875,418.89693359375,5,339,2
160.4527734375,398.766875,6,229,2
293.69425781250004,394.932578125,5,196,2
-213.93703125000002,374.80251953125,6,45,1
-30.02625,367.13392578125,7,196,1
172.65093750000003,363.29962890625,6,71,2
196.10894531250003,349.87958984375,6,311,2
-412.86093750000003,327.83238281250004,5,124,1
-52.5459375,296.19943359375003,7,312,1
179.2191796875,278.94509765625,7,299,2
228.95015625000002,254.02216796875,7,191,2
-259.9147265625,245.395,7,268,1
-104.1535546875,243.4778515625,8,506,1
104.1535546875,231.97496093750001,8,212,2
156.6994921875,213.76205078125003,8,375,2
78.81890625000001,208.01060546875001,8,298,2
36.5944921875,203.21773437500002,8,58,2
500.12472656250003,203.21773437500002,5,311,2
136.05644531250002,178.2948046875,8,455,2
86.32546875000001,153.37187500000002,9,242,2
142.62468750000002,135.15896484375,8,155,2
-38.4711328125,128.4489453125,9,72,1
290.879296875,120.7803515625,7,343,2
-102.27691406250001,110.23603515625001,9,68,1
70.3740234375,99.69171875,9,356,2
-30.02625,62.307324218750004,10,8,1
-104.1535546875,56.55587890625,9,194,1
-32.8412109375,46.011562500000004,10,182,1
-49.730976562500004,5.7514453125000005,10,42,1
-147.3162890625,-12.46146484375,9,210,3
170.774296875,-16.29576171875,9,504,4
-42.2244140625,-41.21869140625,10,96,3
47.854335937500004,-57.514453125,10,59,4
-133.241484375,-64.22447265625,9,1,3
25.3346484375,-69.97591796875001,10,9,4
-358.438359375,-95.857421875,7,181,3
-32.8412109375,-124.61464843750001,9,80,3
153.88453125,-125.57322265625001,8,176,4
293.69425781250004,-167.75048828125,7,499,4
45.039375,-187.88054687500002,8,205,4
214.87535156250001,-191.71484375,8,303,4
270.23625000000004,-230.0578125,7,208,4
64.7441015625,-248.27072265625003,8,296,4
90.07875,-354.67246093750003,7,112,4
