x,y,score,area,zone
315.2696484375,704.1353515625001,3,526,2
175.8045703125,652.9255078125001,4,509,2
246.51925781250003,627.3205859375,4,517,2
-31.42875,612.548515625,4,492,1
-185.62605468750002,577.0955468750001,4,560,1
64.821796875,548.5362109375001,5,218,2
-439.0203515625,517.0224609375,4,673,1
865.2727734375001,503.2351953125,0,261,2
552.9495703125,500.28078125,3,355,2
-840.7190625000001,498.311171875,0,260,1
-478.3062890625,479.5998828125,4,409,1
-12.7679296875,469.75183593750006,6,684,1
204.286875,454.979765625,5,280,2
9.821484375,433.31406250000003,6,305,2
-129.64359375,363.39292968750004,6,338,1
-69.73253906250001,331.8791796875,7,366,1
409.55589843750005,330.894375,5,212,2
170.893828125,322.0311328125,7,294,2
343.751953125,300.3654296875,6,224,2
-68.75039062500001,295.44140625,7,326,1
387.9486328125,289.53257812500004,5,420,2
651.1644140625001,283.62375000000003,3,497,2
-300.537421875,278.6997265625,6,359,1
-247.50140625000003,227.4898828125,7,269,1
-394.823671875,215.67222656250001,6,202,1
424.28812500000004,206.80898437500002,6,212,2
23.571562500000002,191.05210937500001,8,408,2
-142.41152343750002,173.325625,8,304,1
816.1653515625001,172.3408203125,2,151,2
109.01847656250001,165.4471875,8,367,2
-54.018164062500006,144.76628906250002,9,295,1
-343.751953125,117.19175781250001,7,184,1
384.0200390625,101.4348828125,6,329,2
814.2010546875,77.79957031250001,2,254,2
-391.8772265625,47.270625,6,220,1
268.1265234375,34.4681640625,8,226,2
474.3776953125,30.528945312500003,6,311,2
-86.4290625,17.726484375000002,10,343,1
21.607265625,-40.3769921875,10,576,4
617.7713671875,-44.3162109375,4,393,4
-91.3398046875,-46.2858203125,9,291,3
-195.44753906250003,-81.7387890625,8,251,3
9.821484375,-80.753984375,10,258,4
516.6100781250001,-98.48046875,5,274,4
286.78734375000005,-102.41968750000001,7,262,4
430.18101562500004,-102.41968750000001,6,163,4
205.2690234375,-112.267734375,8,199,4
275.00156250000003,-137.87265625,7,224,4
-83.48261718750001,-145.75109375000002,9,336,3
-182.679609375,-152.6447265625,8,276,3
746.4328125000001,-163.477578125,3,393,4
620.7178125,-175.295234375,4,370,4
190.53679687500002,-179.23445312500002,8,202,4
522.50296875,-193.02171875000002,5,184,4
-227.8584375,-215.67222656250001,7,165,3
-9.821484375,-220.59625000000003,8,223,3
281.8766015625,-228.47468750000002,7,168,4
678.6645703125,-264.91246093750004,3,414,4
0.9821484375,-276.7301171875,8,476,4
168.92953125000003,-275.7453125,7,201,4
-320.18039062500003,-317.10710937500005,6,306,3
-337.85906250000005,-335.81839843750004,6,266,3
318.21609375,-346.65125,6,233,4
139.46507812500002,-350.59046875,7,223,4
625.6285546875,-362.40812500000004,3,416,4
-118.83996093750001,-428.3900390625,6,239,3
-545.0923828125001,-451.040546875,3,503,3
-174.822421875,-508.15921875000004,5,259,3
14.732226562500001,-538.6881640625,5,198,4
198.393984375,-568.2323046875,4,596,4
-857.4155859375,-630.2750000000001,0,358,3
-198.393984375,-633.2294140625,4,296,3
241.60851562500002,-717.9226171875,3,301,4
-206.251171875,-737.6187109375,3,301,3
192.50109375000002,-744.51234375,3,227,4
360.44847656250005,-775.0412890625,2,115,4
