x,y,score,area,zone
411.008203125,855.0153320312501,1,175,2
488.44453125,824.3731640625001,1,284,2
281.94765625,651.39318359375,3,261,2
-484.47343750000005,578.24736328125,3,261,1
6.949414062500001,502.13617187500006,5,399,2
-608.5701171875,362.76373046875,3,286,1
118.14003906250001,350.90224609375,7,306,2
-86.37128906250001,340.02921875000004,7,278,1
-733.6595703125,333.11001953125003,2,296,1
-622.4689453125001,320.260078125,3,487,1
121.11835937500001,303.45630859375,7,244,2
845.8429687500001,265.89494140625004,1,290,2
-430.863671875,261.94111328125,5,279,1
-804.1464843750001,249.09117187500001,2,269,1
-956.0408203125,246.12580078125,0,260,1
-1011.6361328125,222.40283203125003,0,43,1
-583.75078125,210.54134765625003,4,288,1
-652.2521484375001,195.7144921875,3,393,1
-348.46347656250003,196.70294921875,6,457,1
-715.7896484375001,180.88763671875,3,587,1
499.36503906250005,175.9453515625,5,405,2
-61.551953125000004,167.04923828125,9,352,1
-1011.6361328125,163.09541015625,0,39,1
-862.7201171875,141.34935546875002,1,126,1
-477.52402343750003,134.43015625,5,270,1
28.7904296875,98.845703125,9,291,2
-749.5439453125,63.261250000000004,3,378,1
-324.6369140625,40.526738281250005,7,415,1
-47.653125,34.59599609375,10,408,1
724.724609375,10.873027343750001,3,325,2
-456.67578125000006,7.9076562500000005,6,378,1
353.42734375000003,-22.734511718750003,7,459,4
8.934960937500001,-38.549824218750004,10,278,4
-33.754296875,-66.22662109375,10,284,3
-591.6929687500001,-77.09964843750001,4,412,3
-157.85097656250002,-78.08810546875,9,60,3
430.863671875,-118.61484375,6,333,4
-346.4779296875,-134.43015625,7,242,3
-43.68203125,-166.06078125000002,9,261,3
-355.41289062500005,-173.96843750000002,6,304,3
-531.1337890625,-201.645234375,5,324,3
-247.20058593750002,-206.58751953125002,7,241,3
370.30449218750005,-219.43746093750002,6,334,4
937.178125,-257.98728515625004,0,189,4
-929.2359375000001,-275.77951171875003,1,165,3
-942.1419921875,-299.50248046875004,0,351,3
-299.817578125,-322.23699218750005,6,429,3
314.7091796875,-829.31544921875,1,242,4
