x,y,score,area,zone
395.84466796875,745.0143750000001,2,299,2
-143.5809375,550.22625,5,475,1
117.65660156250001,370.49906250000004,6,229,2
-354.96398437500005,341.38125,5,317,1
392.8533984375,278.1253125,6,483,2
563.35576171875,231.93843750000002,4,407,2
832.5700195312501,231.93843750000002,2,386,2
296.13568359375,160.65,7,222,2
396.8417578125,153.6215625,6,346,2
517.48962890625,116.47125000000001,5,342,2
-668.0501953125,44.17875,4,322,1
-283.173515625,28.113750000000003,8,400,1
-560.3644921875,14.056875000000002,5,298,1
-430.7428125,-16.065,6,321,3
496.5507421875,-30.121875000000003,5,292,4
-787.7009765625,-55.2234375,2,533,3
-717.9046875,-64.26,3,315,3
400.83011718750004,-91.36968750000001,6,284,4
232.32193359375,-155.62968750000002,8,263,4
516.4925390625,-182.73937500000002,5,381,4
-100.70607421875,-202.820625,8,801,3
-698.95998046875,-226.918125,3,401,3
-26.92142578125,-238.96687500000002,8,227,3
333.02800781250005,-300.2146875,6,406,4
17.9476171875,-337.365,7,120,4
249.27246093750003,-349.41375000000005,6,309,4
-344.99308593750004,-366.4828125,5,164,3
-371.91451171875,-381.54375000000005,5,165,3
408.8068359375,-437.77125,4,572,4
-862.48271484375,-447.81187500000004,0,338,3
615.2044335937501,-466.8890625,3,296,4
780.72134765625,-476.92968750000006,1,300,4
-106.68861328125001,-497.0109375,5,259,3
343.99599609375,-505.04343750000004,4,1026,4
74.78173828125,-524.120625,5,310,4
681.01236328125,-526.1287500000001,2,210,4
714.9134179687501,-550.22625,1,213,4
-19.941796875,-563.2790625,5,309,3
690.9832617187501,-576.3318750000001,1,235,4
318.07166015625,-578.34,4,741,4
149.5634765625,-585.3684375,4,235,4
562.358671875,-593.4009375,2,240,4
-323.05710937500004,-614.48625,3,494,3
-63.813750000000006,-626.5350000000001,4,375,3
-382.88250000000005,-639.5878125,3,364,3
-159.534375,-655.6528125000001,4,483,3
-71.79046875,-716.9006250000001,3,406,3
491.56529296875004,-719.9128125000001,2,368,4
614.2073437500001,-767.1037500000001,0,250,4
-0.9970898437500001,-771.12,3,339,3
-140.58966796875,-807.26625,2,246,3
401.82720703125005,-852.4490625000001,1,392,4
184.46162109375,-874.5384375000001,1,256,4
71.79046875,-927.7537500000001,1,400,4
-75.778828125,-994.021875,0,218,3
