x,y,score,area,zone
410.72896484375,978.8281250000001,0,159,2
319.34898437500004,958.272734375,0,191,2
-682.9451171875,782.083671875,0,64,1
451.12853515625005,627.428828125,3,282,2
337.62498046875004,605.8946093750001,3,279,2
715.64953125,543.2496093750001,1,305,2
261.6353125,364.12406250000004,6,394,2
734.8874218750001,360.20875,2,266,2
651.2025976562501,349.44164062500005,3,444,2
-989.78947265625,336.716875,0,165,1
710.8400585937501,316.16148437500004,2,649,2
466.51884765625005,314.20382812500003,5,441,2
-205.8454296875,303.43671875,7,392,1
-536.7371484375001,300.50023437500005,4,652,1
-203.921640625,262.3259375,7,548,1
622.34576171875,263.304765625,4,519,2
-575.2129296875,158.57015625000003,4,423,1
382.83402343750004,111.58640625000001,6,376,2
52.90419921875,56.772031250000005,10,168,2
-39.43767578125,46.004921875,10,329,1
176.02669921875003,9.78828125,9,248,2
321.2727734375,-50.89906250000001,7,406,4
600.2221875,-58.729687500000004,4,550,4
613.6887109375,-149.76070312500002,4,355,4
-287.60646484375,-220.23632812500003,7,402,3
-64.44693359375,-230.024609375,8,308,3
543.4704101562501,-334.75921875,4,272,4
618.49818359375,-409.15015625,3,404,4
711.8019531250001,-430.68437500000005,2,371,4
212.57869140625002,-452.21859375,5,351,4
397.26244140625005,-521.715390625,4,266,4
-9.618945312500001,-744.888203125,3,440,3
378.98644531250005,-913.246640625,0,269,4
