x,y,score,area,zone
453.386015625,667.7015625,2,360,2
-227.69607421875003,629.5471875000001,4,307,1
-163.49982421875,344.3934375,7,242,1
350.07017578125004,336.36093750000003,5,275,2
-75.22998046875,326.3203125,7,237,1
305.93525390625,257.04,6,241,2
-418.27869140625,219.8896875,6,264,1
-364.11310546875,186.755625,6,243,1
-283.86779296875,187.7596875,7,233,1
-513.57,165.67031250000002,5,192,1
218.66847656250002,147.59718750000002,8,119,2
-633.9379687500001,139.56468750000002,4,336,1
-433.32468750000004,47.190937500000004,6,241,1
-553.69265625,45.182812500000004,5,202,1
-226.6930078125,8.0325,8,120,1
-592.81224609375,-14.056875000000002,4,423,3
-638.95330078125,-21.0853125,4,356,3
-522.5975976562501,-58.235625000000006,5,312,3
-398.21736328125,-65.26406250000001,6,180,3
-68.208515625,-92.37375,9,274,3
-123.37716796875002,-166.67437500000003,8,172,3
-464.41974609375,-210.853125,5,188,3
-249.76353515625001,-210.853125,7,150,3
-670.048359375,-249.00750000000002,3,411,3
-34.1042578125,-311.25937500000003,7,215,3
-49.15025390625,-344.3934375,7,281,3
799.4439257812501,-419.698125,1,295,4
157.48142578125,-444.7996875,6,347,4
-62.19011718750001,-452.83218750000003,6,326,3
-662.023828125,-550.22625,2,253,3
140.429296875,-659.6690625,4,338,4
-79.24224609375001,-663.6853125,4,281,3
-65.19931640625,-758.0671875,3,215,3
-48.1471875,-862.4896875000001,2,277,3
-359.09777343750005,-953.8593750000001,0,185,3
